exited,creditscore,age,tenure,balance,numofproducts,estimatedsalary,IncomeBalanceRatio,CardProductRatio,geography_Germany,geography_Spain,hascrcard_1,gender_Male,isactivemember_1
0,568,29,2,129177,2,104617,1.23,0.0,1,0,0,0,1
0,571,25,6,82506,2,167705,0.49,50.0,1,0,1,1,0
1,634,48,2,107247,1,103712,1.03,100.0,1,0,1,1,1
1,768,42,3,0,1,161242,0.0,0.0,0,1,0,0,0
0,554,36,3,157780,2,6089,25.91,50.0,1,0,1,0,0
0,629,35,1,172170,1,159777,1.08,100.0,0,0,1,1,1
0,638,48,2,0,2,7919,0.0,50.0,0,1,1,1,1
0,576,41,1,0,1,188274,0.0,100.0,0,0,1,1,1
1,661,42,9,75361,1,27608,2.73,100.0,0,1,1,0,0
0,592,27,4,0,2,183569,0.0,50.0,0,0,1,0,1
0,702,30,2,0,2,145537,0.0,50.0,0,1,1,1,1
0,647,29,0,98263,2,164717,0.6,50.0,0,0,1,0,0
0,593,43,9,0,2,76357,0.0,50.0,0,0,1,1,1
1,712,40,3,109308,2,120158,0.91,50.0,1,0,1,0,0
0,625,31,8,0,2,151843,0.0,50.0,0,1,1,0,0
0,538,28,6,164365,1,5698,28.85,0.0,1,0,0,0,1
0,637,22,5,98800,1,122865,0.8,100.0,0,1,1,0,0
0,632,27,4,193125,1,152665,1.27,100.0,0,0,1,1,1
0,736,27,5,51522,1,192131,0.27,0.0,0,0,0,1,1
0,755,23,5,84284,2,62851,1.34,50.0,0,0,1,1,1
0,425,39,5,0,2,140941,0.0,50.0,0,1,1,0,0
1,461,51,9,119889,1,56767,2.11,0.0,0,0,0,1,0
0,745,21,4,137910,1,177235,0.78,100.0,0,0,1,1,1
0,616,37,6,0,2,86242,0.0,50.0,0,0,1,0,0
0,587,33,5,100116,1,34215,2.93,100.0,0,0,1,1,0
0,850,40,4,166082,2,44406,3.74,0.0,1,0,0,1,1
0,601,38,0,0,2,165196,0.0,50.0,0,0,1,0,0
0,730,26,3,0,1,34542,0.0,100.0,0,1,1,1,0
1,532,44,3,148595,1,74838,1.99,100.0,0,0,1,1,0
0,850,53,2,94078,2,36980,2.54,50.0,1,0,1,1,0
0,779,34,5,0,2,111676,0.0,0.0,0,1,0,0,1
0,562,29,9,0,1,25858,0.0,100.0,0,0,1,1,1
1,670,40,2,164948,3,177028,0.93,0.0,1,0,0,1,0
1,729,62,4,140549,1,30990,4.54,100.0,0,0,1,0,0
0,767,44,2,152509,1,136915,1.11,100.0,0,0,1,0,1
1,742,28,2,191864,1,108457,1.77,100.0,0,0,1,0,0
1,669,44,8,96418,1,131609,0.73,0.0,0,0,0,0,0
0,542,32,2,131945,1,159737,0.83,0.0,0,1,0,1,1
0,586,29,3,0,2,142238,0.0,50.0,0,0,1,1,1
1,612,30,9,142910,1,105890,1.35,100.0,1,0,1,1,0
0,740,37,7,0,2,194270,0.0,50.0,0,0,1,0,1
0,584,35,3,146311,1,105443,1.39,100.0,0,0,1,1,1
1,524,52,2,87894,1,173899,0.51,100.0,0,0,1,1,0
0,614,19,5,97445,2,122823,0.79,50.0,0,0,1,0,0
1,598,64,9,0,1,13181,0.0,0.0,0,0,0,0,1
0,799,35,7,0,2,140780,0.0,0.0,0,1,0,1,1
0,724,34,2,154485,2,78560,1.97,0.0,0,0,0,1,0
0,601,50,2,115625,1,185855,0.62,100.0,0,0,1,1,0
0,804,25,7,108396,1,128276,0.85,100.0,0,0,1,1,0
0,745,38,5,65095,2,140197,0.46,50.0,1,0,1,1,1
1,667,43,1,103018,1,32462,3.17,100.0,1,0,1,1,0
0,518,38,10,84764,1,162253,0.52,100.0,0,0,1,0,1
0,819,38,10,0,2,30498,0.0,50.0,0,0,1,0,0
0,520,35,4,115680,1,90280,1.28,100.0,0,1,1,0,1
0,625,39,5,0,2,32615,0.0,50.0,0,0,1,0,0
0,673,36,5,73088,2,196142,0.37,0.0,1,0,0,1,0
0,656,27,3,150905,2,16998,8.88,50.0,1,0,1,0,0
0,850,23,9,143054,1,62980,2.27,0.0,0,1,0,0,1
0,574,28,7,0,2,185660,0.0,0.0,0,1,0,0,0
0,679,60,6,0,2,77331,0.0,50.0,0,0,1,1,1
0,530,42,0,99948,1,97338,1.03,0.0,1,0,0,0,1
0,508,44,3,115451,2,67234,1.72,0.0,0,0,0,1,0
0,558,32,4,108235,1,143783,0.75,100.0,1,0,1,1,1
1,414,38,8,0,1,77661,0.0,0.0,0,0,0,1,1
0,648,42,2,98795,2,89123,1.11,50.0,0,1,1,1,0
0,721,37,1,0,2,70810,0.0,50.0,0,0,1,0,0
0,751,31,8,0,2,17550,0.0,0.0,0,0,0,1,0
0,662,34,2,0,2,21497,0.0,0.0,0,0,0,1,1
0,628,29,3,113146,2,124749,0.91,0.0,1,0,0,1,1
1,597,39,8,162532,3,36051,4.51,33.33,1,0,1,0,0
0,698,40,0,92053,1,143681,0.64,100.0,0,1,1,0,1
0,723,48,7,0,2,150694,0.0,50.0,0,0,1,1,1
1,586,28,5,0,3,170487,0.0,33.33,0,0,1,0,0
0,633,29,8,104944,1,97684,1.07,100.0,1,0,1,0,1
0,564,31,4,0,2,53520,0.0,50.0,0,0,1,1,0
0,649,31,2,0,2,15200,0.0,50.0,0,0,1,0,0
0,622,30,4,107879,1,196894,0.55,0.0,0,0,0,0,1
1,459,46,7,110356,1,4969,22.21,100.0,1,0,1,1,0
0,718,27,2,0,2,26229,0.0,0.0,0,0,0,1,0
0,655,34,4,109783,2,134034,0.82,50.0,0,1,1,0,0
0,696,22,9,149777,1,198032,0.76,100.0,0,0,1,1,1
0,637,38,3,104339,1,119882,0.87,0.0,0,0,0,0,0
0,630,21,1,85818,1,133102,0.64,100.0,0,1,1,0,1
0,592,37,4,212692,1,176395,1.21,0.0,0,0,0,1,0
0,634,37,1,89696,2,193179,0.46,50.0,1,0,1,1,1
0,608,28,9,0,2,125062,0.0,50.0,0,0,1,0,1
0,565,32,9,68067,1,143287,0.48,100.0,1,0,1,0,0
0,763,67,9,148564,1,87236,1.7,0.0,0,1,0,1,1
0,665,55,8,136354,1,93769,1.45,100.0,0,0,1,0,1
0,649,38,1,122214,1,88965,1.37,0.0,0,0,0,1,1
0,695,45,3,0,2,30793,0.0,50.0,0,0,1,1,1
0,775,70,6,119684,2,74532,1.61,50.0,1,0,1,1,1
0,788,39,3,135139,1,113086,1.2,0.0,0,0,0,0,1
1,569,42,9,146100,1,32574,4.49,100.0,1,0,1,0,0
1,726,56,8,123110,3,130113,0.95,0.0,0,1,0,0,1
1,564,44,3,111760,3,104722,1.07,33.33,1,0,1,0,1
0,544,32,9,110728,1,14559,7.61,100.0,0,0,1,0,1
0,614,41,8,121558,1,598,203.27,100.0,0,0,1,0,1
0,453,38,8,120623,1,129697,0.93,100.0,1,0,1,0,0
0,471,58,4,114713,1,36315,3.16,100.0,0,0,1,0,1
0,829,37,3,103457,1,1114,92.87,0.0,1,0,0,0,0
0,754,57,2,101134,2,70954,1.43,50.0,1,0,1,1,1
0,749,46,10,78136,2,73470,1.06,50.0,1,0,1,1,1
0,667,23,1,0,2,91573,0.0,50.0,0,0,1,1,0
0,670,30,3,133446,1,3154,42.31,0.0,0,1,0,1,0
0,670,33,7,0,2,88187,0.0,50.0,0,0,1,0,1
1,623,48,1,108076,1,118855,0.91,100.0,1,0,1,0,0
0,571,32,5,131354,1,125256,1.05,100.0,0,0,1,1,0
0,641,37,7,62974,2,39016,1.61,0.0,1,0,0,0,1
0,551,30,2,143340,1,145796,0.98,100.0,1,0,1,0,0
0,741,36,8,116993,2,168816,0.69,50.0,1,0,1,1,0
0,472,31,4,58662,2,73322,0.8,0.0,0,0,0,1,1
1,650,41,3,128808,3,113677,1.13,0.0,0,1,0,1,0
0,625,45,7,137555,1,124607,1.1,0.0,0,0,0,1,0
0,650,34,4,142393,1,11276,12.63,100.0,1,0,1,1,1
0,535,38,8,0,2,136620,0.0,50.0,0,0,1,0,0
0,649,41,2,125785,1,70523,1.78,100.0,0,0,1,0,1
1,689,22,4,136444,1,51980,2.62,100.0,0,0,1,1,0
0,694,38,7,121527,1,113481,1.07,100.0,0,1,1,1,0
0,655,52,9,144696,1,49025,2.95,100.0,1,0,1,1,1
0,620,36,8,0,2,145937,0.0,50.0,0,0,1,1,1
0,577,35,10,0,2,25161,0.0,50.0,0,0,1,0,1
1,401,48,8,128140,1,175753,0.73,100.0,1,0,1,1,0
0,599,25,6,120383,1,24903,4.83,100.0,0,0,1,1,1
1,481,57,9,0,3,169719,0.0,33.33,0,0,1,0,1
0,704,42,8,129735,2,179565,0.72,50.0,0,0,1,1,1
1,698,31,8,185078,1,115337,1.6,0.0,0,1,0,0,0
0,480,28,6,0,2,48131,0.0,0.0,0,0,0,0,0
0,682,42,0,0,1,160828,0.0,100.0,0,0,1,1,1
0,700,31,7,0,2,145151,0.0,0.0,0,1,0,1,1
0,492,29,1,144591,1,196293,0.74,100.0,0,0,1,1,1
1,444,45,4,0,2,161653,0.0,50.0,0,0,1,0,0
0,624,36,6,0,2,84635,0.0,0.0,0,0,0,1,0
0,709,37,7,0,1,159486,0.0,100.0,0,0,1,1,0
0,557,68,2,100194,1,38596,2.6,100.0,1,0,1,1,1
0,646,50,6,145295,2,27814,5.22,50.0,1,0,1,1,1
0,719,28,3,106070,2,183893,0.58,50.0,1,0,1,1,1
0,706,47,6,120621,1,140803,0.86,100.0,1,0,1,0,1
0,660,38,7,0,2,146585,0.0,0.0,0,0,0,1,1
0,667,36,9,0,2,40062,0.0,50.0,0,0,1,1,1
0,705,30,1,0,1,181300,0.0,100.0,0,0,1,1,1
0,598,27,10,171283,1,84136,2.04,100.0,1,0,1,0,1
0,669,26,4,0,2,197594,0.0,50.0,0,0,1,1,1
1,580,38,1,128218,1,125953,1.02,100.0,1,0,1,0,0
0,676,32,5,0,2,75465,0.0,50.0,0,0,1,0,1
0,714,28,7,77776,1,177737,0.44,100.0,1,0,1,1,0
0,597,72,6,124978,2,7144,17.49,50.0,1,0,1,0,1
0,559,29,1,0,2,155639,0.0,0.0,0,0,0,1,0
0,564,28,1,0,1,162428,0.0,100.0,0,0,1,0,1
1,850,51,3,109799,2,12457,8.81,50.0,0,1,1,1,1
0,689,39,7,0,2,14917,0.0,0.0,0,0,0,1,0
1,758,61,8,125397,1,182184,0.69,100.0,1,0,1,0,0
0,604,71,10,0,2,129984,0.0,50.0,0,1,1,0,1
0,733,38,9,111347,2,194872,0.57,0.0,1,0,0,1,1
0,778,40,8,104291,2,117507,0.89,50.0,0,1,1,1,1
1,732,61,9,94867,2,157527,0.6,50.0,1,0,1,0,1
0,646,24,8,0,2,92612,0.0,0.0,0,0,0,1,0
0,597,33,6,135703,2,74850,1.81,0.0,0,0,0,0,0
0,821,37,5,106453,2,127413,0.84,0.0,1,0,0,0,1
1,640,43,7,132412,1,69584,1.9,0.0,0,0,0,1,0
1,511,40,9,124401,1,198814,0.63,100.0,1,0,1,0,0
1,805,46,6,118022,3,162643,0.73,33.33,0,0,1,1,0
0,540,39,1,82531,1,114092,0.72,100.0,1,0,1,1,0
1,705,44,0,184552,1,68860,2.68,100.0,0,1,1,1,0
0,540,39,4,127278,1,16150,7.88,100.0,1,0,1,1,1
0,532,66,3,0,1,115227,0.0,100.0,0,1,1,0,1
0,535,45,2,0,2,170621,0.0,0.0,0,0,0,0,1
0,627,23,5,184244,1,103099,1.79,100.0,1,0,1,1,0
1,646,52,8,59669,1,172495,0.35,0.0,0,0,0,1,0
0,515,25,7,79543,1,38772,2.05,0.0,0,0,0,0,1
0,697,39,6,151553,1,44946,3.37,100.0,0,0,1,0,1
0,652,27,2,166527,2,146007,1.14,0.0,1,0,0,1,1
0,579,28,6,150329,1,145558,1.03,100.0,1,0,1,1,0
0,760,43,8,121911,1,193312,0.63,100.0,0,0,1,1,0
0,769,51,9,156773,2,40257,3.89,50.0,0,0,1,1,0
0,498,29,8,127864,1,46677,2.74,100.0,0,1,1,1,1
1,774,53,4,113709,1,153887,0.74,100.0,0,0,1,1,1
0,705,43,7,79974,1,103108,0.78,100.0,1,0,1,0,1
0,648,44,2,0,2,58652,0.0,50.0,0,0,1,0,1
1,688,51,5,0,1,91624,0.0,100.0,0,0,1,0,0
1,592,38,0,0,1,65986,0.0,100.0,0,1,1,1,0
0,705,33,3,144427,2,113845,1.27,50.0,0,0,1,1,0
0,654,42,7,99263,1,67607,1.47,100.0,0,0,1,1,1
0,624,32,2,79368,2,145471,0.55,50.0,0,0,1,0,1
0,594,30,10,0,2,124071,0.0,50.0,0,0,1,0,1
0,695,34,9,0,2,67502,0.0,50.0,0,1,1,0,1
0,597,28,2,0,3,78707,0.0,33.33,0,0,1,1,1
1,758,52,7,125095,1,171189,0.73,100.0,0,0,1,0,0
0,737,40,2,162485,2,149381,1.09,50.0,1,0,1,0,0
0,694,37,1,95668,2,100335,0.95,50.0,1,0,1,1,0
0,683,25,4,0,2,152698,0.0,50.0,0,0,1,1,0
0,538,30,8,0,2,41192,0.0,50.0,0,1,1,0,1
0,669,37,4,0,1,132540,0.0,100.0,0,0,1,1,0
0,730,34,5,74197,2,96875,0.77,50.0,0,0,1,0,0
0,622,31,1,89688,1,152305,0.59,100.0,0,0,1,0,1
0,714,33,10,103121,2,49672,2.08,50.0,0,1,1,0,1
0,569,34,3,0,1,133997,0.0,100.0,0,1,1,0,0
0,668,59,5,120170,1,50454,2.38,0.0,1,0,0,0,1
0,628,32,9,149136,2,16402,9.09,50.0,0,0,1,1,1
0,600,40,1,141136,1,67803,2.08,100.0,0,0,1,1,1
0,693,43,4,152341,1,9241,16.49,100.0,0,0,1,0,0
0,704,36,7,120026,2,100601,1.19,0.0,0,0,0,1,1
0,527,33,9,132168,1,98734,1.34,0.0,0,1,0,1,0
0,553,43,6,85200,2,160574,0.53,50.0,1,0,1,1,1
0,575,53,1,84903,2,26015,3.26,0.0,0,1,0,1,1
0,626,32,0,0,2,187172,0.0,0.0,0,0,0,0,0
0,582,20,4,0,1,55763,0.0,100.0,0,0,1,1,1
0,683,40,8,0,1,75848,0.0,100.0,0,1,1,1,0
0,850,30,9,121535,1,40313,3.01,0.0,0,0,0,1,0
0,653,35,6,116662,2,23864,4.89,50.0,0,1,1,1,1
0,679,60,8,0,2,51380,0.0,50.0,0,0,1,1,1
0,549,49,6,124829,1,93551,1.33,0.0,1,0,0,0,1
0,850,36,2,155180,2,169415,0.92,0.0,0,1,0,0,0
0,558,32,1,108262,1,6935,15.61,100.0,1,0,1,0,1
0,528,40,4,0,2,25399,0.0,50.0,0,1,1,1,0
0,801,38,5,0,2,66256,0.0,50.0,0,0,1,1,0
1,513,48,2,0,1,114709,0.0,100.0,0,1,1,1,1
0,666,38,6,99812,2,158357,0.63,50.0,1,0,1,1,1
0,606,35,2,132164,1,164815,0.8,0.0,0,0,0,1,1
1,599,45,10,103583,1,132127,0.78,100.0,1,0,1,1,0
0,544,39,4,142406,2,146637,0.97,50.0,1,0,1,1,0
1,529,38,7,99842,2,90256,1.11,50.0,0,1,1,1,0
0,850,41,5,0,2,34827,0.0,50.0,0,0,1,0,1
0,497,41,9,0,1,22074,0.0,0.0,0,0,0,1,0
0,764,39,5,81042,1,109805,0.74,0.0,0,0,0,0,1
1,603,48,5,0,1,100478,0.0,100.0,0,0,1,0,0
0,609,40,6,0,2,97416,0.0,50.0,0,0,1,1,1
1,487,53,4,199689,1,24207,8.25,100.0,0,0,1,1,1
0,748,33,1,142645,1,69132,2.06,0.0,0,0,0,1,0
0,710,75,5,0,2,9376,0.0,50.0,0,1,1,0,1
1,432,45,3,110219,1,43046,2.56,100.0,1,0,1,0,0
0,534,51,3,0,2,20856,0.0,0.0,0,1,0,1,1
0,607,25,3,0,2,187048,0.0,0.0,0,0,0,1,0
0,551,32,4,0,2,53420,0.0,50.0,0,1,1,1,0
0,674,45,7,142072,1,37013,3.84,100.0,0,0,1,1,0
0,525,25,6,0,2,89566,0.0,50.0,0,0,1,0,0
0,645,33,8,149564,1,149913,1.0,0.0,1,0,0,1,0
0,755,43,9,0,2,18066,0.0,50.0,0,0,1,0,0
0,708,37,8,153366,1,26912,5.7,100.0,1,0,1,1,1
0,715,21,6,76467,1,173511,0.44,100.0,0,0,1,1,1
0,727,26,9,121508,1,146785,0.83,100.0,0,0,1,0,1
0,559,27,1,0,1,1050,0.0,0.0,0,1,0,0,1
1,545,36,8,73211,2,89587,0.82,50.0,0,1,1,1,0
0,524,22,9,0,2,74405,0.0,50.0,0,0,1,1,0
0,707,55,1,0,2,54409,0.0,0.0,0,0,0,0,1
0,671,38,0,92674,2,3647,25.41,50.0,0,1,1,1,0
1,439,52,3,96196,4,198874,0.48,25.0,0,1,1,1,0
0,667,36,1,114391,1,53412,2.14,100.0,1,0,1,0,1
0,831,32,9,80262,1,194867,0.41,100.0,1,0,1,1,0
0,545,33,7,173331,1,150452,1.15,100.0,0,1,1,0,0
0,604,35,7,147285,1,57807,2.55,100.0,0,1,1,0,1
0,657,67,5,119785,2,107534,1.11,50.0,0,1,1,1,1
0,487,36,1,140137,1,194073,0.72,100.0,0,1,1,0,0
1,750,52,6,107467,1,126233,0.85,100.0,1,0,1,0,0
1,694,37,8,98218,2,182354,0.54,50.0,1,0,1,0,0
0,711,35,2,133607,1,120586,1.11,100.0,1,0,1,0,1
0,551,37,3,0,2,50578,0.0,50.0,0,0,1,1,1
0,559,38,8,95139,1,86575,1.1,100.0,0,0,1,0,1
0,620,29,3,0,2,153392,0.0,0.0,0,0,0,0,1
0,660,42,5,0,2,115509,0.0,50.0,0,1,1,1,0
0,449,37,6,0,2,82176,0.0,50.0,0,0,1,0,0
0,703,26,1,97331,1,63717,1.53,100.0,1,0,1,0,0
0,795,37,2,139265,2,198745,0.7,50.0,1,0,1,1,1
0,594,31,9,0,1,5719,0.0,0.0,0,0,0,0,1
0,586,34,5,168094,1,20058,8.38,0.0,0,1,0,1,0
0,613,30,5,131563,2,170638,0.77,50.0,1,0,1,0,0
0,601,44,3,0,2,30607,0.0,50.0,0,0,1,1,0
0,657,50,9,0,2,37171,0.0,0.0,0,0,0,1,0
0,531,31,3,0,1,42589,0.0,100.0,0,0,1,1,1
0,621,47,7,107363,1,66799,1.61,100.0,1,0,1,1,1
0,782,33,2,94493,1,101866,0.93,0.0,0,0,0,0,1
0,528,29,9,170214,2,49284,3.45,50.0,1,0,1,0,0
1,696,52,6,139781,1,27445,5.09,100.0,0,0,1,1,0
0,586,35,7,0,2,70760,0.0,50.0,0,0,1,0,0
1,626,26,8,148610,3,104502,1.42,0.0,0,1,0,0,1
0,498,73,2,170241,2,165407,1.03,50.0,0,0,1,1,1
0,691,33,1,128306,1,113580,1.13,100.0,0,0,1,0,1
0,568,47,7,0,2,45978,0.0,50.0,0,0,1,0,1
0,715,35,3,0,1,152012,0.0,100.0,0,0,1,0,1
0,680,32,7,175454,1,77349,2.27,0.0,1,0,0,1,1
0,802,41,6,0,2,47322,0.0,50.0,0,1,1,1,0
0,539,22,0,100885,2,38772,2.6,50.0,0,0,1,0,1
0,494,69,9,93320,1,24489,3.81,100.0,0,0,1,1,1
0,594,38,6,63176,2,14466,4.37,50.0,1,0,1,1,1
0,596,33,2,139451,1,63142,2.21,0.0,0,0,0,1,0
0,649,52,8,49113,1,41858,1.17,100.0,0,0,1,0,0
1,699,32,1,123906,3,127443,0.97,33.33,1,0,1,1,1
0,787,40,6,0,2,84151,0.0,50.0,0,0,1,0,1
0,604,28,7,0,2,58595,0.0,0.0,0,0,0,1,0
1,489,52,1,131441,1,37240,3.53,100.0,1,0,1,0,0
1,651,56,2,0,1,114522,0.0,100.0,0,0,1,1,0
1,698,57,6,136325,2,72549,1.88,50.0,0,0,1,1,1
1,578,38,4,113150,2,176712,0.64,50.0,1,0,1,0,0
0,538,42,9,0,1,152855,0.0,0.0,0,1,0,0,0
0,696,33,4,0,2,73371,0.0,50.0,0,0,1,0,1
0,507,46,8,102785,1,70323,1.46,100.0,1,0,1,0,1
0,685,34,6,83264,1,9663,8.62,0.0,0,1,0,1,0
0,705,41,4,72252,2,142514,0.51,50.0,1,0,1,1,1
0,499,29,6,148051,1,118623,1.25,100.0,1,0,1,0,0
0,717,76,9,138489,1,68400,2.02,100.0,0,0,1,0,1
0,510,63,8,0,2,115291,0.0,50.0,0,0,1,1,1
0,632,32,6,111589,1,170382,0.65,100.0,0,0,1,1,1
1,668,39,0,122104,1,112946,1.08,100.0,1,0,1,0,0
0,744,32,4,96106,1,79812,1.2,100.0,1,0,1,1,1
0,663,42,7,115930,1,19862,5.84,100.0,1,0,1,1,0
0,638,37,7,124513,2,158610,0.79,50.0,1,0,1,0,0
1,688,54,9,0,1,191212,0.0,100.0,0,0,1,0,0
0,588,46,8,0,1,61931,0.0,100.0,0,1,1,1,0
1,631,33,7,0,1,58043,0.0,100.0,0,0,1,1,1
0,687,35,8,100988,2,22247,4.54,50.0,0,1,1,1,0
0,599,44,10,118577,1,31448,3.77,100.0,0,0,1,1,1
0,718,28,6,0,2,146875,0.0,50.0,0,1,1,1,0
0,730,27,5,0,2,116081,0.0,50.0,0,0,1,1,1
1,533,39,2,0,1,73669,0.0,0.0,0,0,0,0,1
0,711,28,5,0,2,93959,0.0,50.0,0,1,1,0,1
0,555,26,9,0,2,158918,0.0,0.0,0,1,0,0,1
0,850,42,9,113311,1,198193,0.57,100.0,0,0,1,0,1
0,678,41,9,0,1,13160,0.0,0.0,0,0,0,0,0
0,576,32,7,0,2,4660,0.0,50.0,0,0,1,1,0
1,835,20,4,124365,1,180197,0.69,0.0,1,0,0,1,0
0,592,42,1,147249,2,63023,2.34,50.0,0,0,1,1,1
0,774,36,7,103688,1,118971,0.87,0.0,0,0,0,1,1
0,620,29,1,138740,2,154700,0.9,0.0,0,0,0,0,0
0,519,39,4,111900,1,97577,1.15,100.0,0,1,1,1,1
0,734,37,0,152760,1,48990,3.12,100.0,0,1,1,0,1
1,763,31,7,143966,2,140262,1.03,50.0,1,0,1,1,1
0,733,51,10,141556,1,130189,1.09,100.0,0,0,1,1,0
0,650,43,6,0,2,16301,0.0,50.0,0,0,1,0,1
0,538,33,5,0,2,126962,0.0,50.0,0,0,1,0,0
0,577,46,1,0,1,158750,0.0,100.0,0,0,1,0,1
0,792,30,8,0,2,199644,0.0,50.0,0,0,1,1,0
1,686,41,10,0,1,144272,0.0,100.0,0,0,1,0,1
0,589,29,2,0,2,98320,0.0,0.0,0,0,0,1,1
0,530,25,9,162560,1,64129,2.53,100.0,0,0,1,1,0
0,778,29,7,123229,1,181221,0.68,100.0,1,0,1,0,0
0,616,31,7,76665,2,163809,0.47,50.0,0,1,1,1,1
1,550,38,9,140278,3,171457,0.82,33.33,0,0,1,1,1
0,655,51,3,0,2,15801,0.0,0.0,0,0,0,0,1
0,721,46,1,115764,2,102950,1.12,0.0,0,0,0,1,0
0,499,36,5,131142,2,174918,0.75,50.0,1,0,1,1,0
1,511,45,5,68375,1,193160,0.35,100.0,0,0,1,1,0
1,579,39,5,117833,3,5831,20.21,0.0,1,0,0,0,0
0,696,36,7,0,2,82298,0.0,50.0,0,1,1,0,1
0,681,34,7,0,2,130686,0.0,0.0,0,0,0,1,0
1,815,45,7,0,1,52885,0.0,0.0,0,0,0,1,1
0,681,30,2,111093,1,68985,1.61,100.0,0,1,1,1,0
0,641,42,9,132657,1,35367,3.75,100.0,0,1,1,1,0
1,591,56,9,128882,1,196241,0.66,100.0,0,0,1,0,1
0,565,59,9,69129,1,170705,0.4,100.0,1,0,1,1,1
0,487,37,6,0,2,126477,0.0,50.0,0,0,1,1,1
0,729,39,4,121404,1,159618,0.76,100.0,0,0,1,1,1
1,505,45,9,131355,3,195395,0.67,33.33,0,1,1,0,0
0,580,35,1,102097,1,168285,0.61,0.0,0,0,0,0,1
0,642,40,1,154863,1,138052,1.12,100.0,0,0,1,1,1
0,850,41,3,99945,2,71179,1.4,50.0,0,1,1,0,0
0,616,39,2,121704,2,55556,2.19,50.0,1,0,1,1,0
0,526,43,3,0,2,31705,0.0,50.0,0,1,1,0,0
0,523,35,8,138782,1,186118,0.75,100.0,1,0,1,1,1
0,663,35,9,0,2,195580,0.0,50.0,0,0,1,1,1
0,840,30,8,136291,1,54113,2.52,100.0,0,0,1,1,0
0,570,42,0,107856,2,127528,0.85,50.0,1,0,1,1,0
1,676,26,1,108348,1,60231,1.8,0.0,1,0,0,0,0
1,689,47,1,93871,3,156878,0.6,33.33,0,0,1,1,0
1,703,45,1,0,1,182784,0.0,100.0,0,1,1,0,0
0,491,19,2,125860,1,129690,0.97,0.0,1,0,0,1,0
0,584,49,8,172713,1,113860,1.52,100.0,0,0,1,1,0
0,810,51,5,0,2,184524,0.0,0.0,0,0,0,0,1
0,745,59,8,0,1,36124,0.0,100.0,0,1,1,0,1
0,625,39,3,130786,1,121316,1.08,0.0,0,0,0,0,1
0,535,29,2,112367,1,185630,0.61,100.0,0,0,1,0,0
0,729,45,7,91091,2,71133,1.28,50.0,0,1,1,0,0
0,655,26,7,106198,1,32020,3.32,0.0,0,0,0,0,1
0,751,47,5,142669,2,162760,0.88,50.0,0,0,1,1,0
0,525,33,1,112833,1,175178,0.64,0.0,0,0,0,1,1
0,532,40,5,0,2,177099,0.0,0.0,0,0,0,0,1
0,696,43,4,0,2,66406,0.0,50.0,0,1,1,0,1
0,786,32,2,104336,2,59559,1.75,0.0,1,0,0,0,0
0,580,55,6,104305,1,175750,0.59,0.0,0,0,0,1,1
0,596,47,5,140187,2,174311,0.8,50.0,1,0,1,1,1
0,683,39,4,0,2,171716,0.0,50.0,0,0,1,1,0
1,747,45,1,114959,1,189362,0.61,100.0,0,0,1,0,0
1,602,33,5,164704,1,180716,0.91,0.0,0,0,0,1,1
0,779,62,10,119096,1,116977,1.02,0.0,0,0,0,1,1
0,551,31,1,0,2,185105,0.0,50.0,0,0,1,1,1
1,666,47,2,0,1,35046,0.0,100.0,0,0,1,1,0
0,526,30,8,0,1,36251,0.0,100.0,0,1,1,1,0
0,849,41,9,115465,1,103174,1.12,100.0,0,0,1,0,0
0,471,27,4,0,2,122642,0.0,50.0,0,0,1,0,0
0,628,43,3,184926,1,122937,1.5,100.0,0,1,1,1,0
0,674,43,8,85957,2,8757,9.82,50.0,1,0,1,1,0
0,797,32,10,114084,1,125782,0.91,0.0,0,0,0,1,1
0,590,29,2,166930,2,122487,1.36,50.0,0,1,1,0,0
0,588,27,8,0,1,20066,0.0,100.0,0,0,1,0,0
0,577,29,7,0,2,55473,0.0,50.0,0,0,1,1,1
0,571,38,6,107193,2,38962,2.75,0.0,0,0,0,0,0
0,680,36,3,116275,1,63795,1.82,100.0,0,0,1,1,1
0,648,27,7,0,2,163060,0.0,50.0,0,1,1,0,1
0,618,39,2,91068,1,26578,3.43,100.0,0,0,1,1,0
0,648,41,5,123049,1,5066,24.29,0.0,1,0,0,1,1
0,759,39,6,0,2,140497,0.0,50.0,0,0,1,0,1
0,585,40,7,0,2,146156,0.0,0.0,0,0,0,1,0
0,774,42,3,137781,1,199316,0.69,0.0,0,0,0,0,0
0,697,48,2,108128,2,103944,1.04,50.0,1,0,1,0,1
0,605,39,10,105317,2,138021,0.76,50.0,0,1,1,1,0
0,676,20,1,80569,1,68621,1.17,0.0,0,0,0,1,0
0,678,22,4,174852,1,28149,6.21,100.0,0,0,1,0,1
1,495,45,3,89158,3,135169,0.66,33.33,0,1,1,0,0
0,787,85,10,0,2,116537,0.0,50.0,0,0,1,0,1
0,770,36,2,89800,1,105922,0.85,100.0,0,0,1,1,1
1,817,45,9,101207,1,88211,1.15,0.0,1,0,0,1,0
0,659,43,1,106086,2,26900,3.94,50.0,0,0,1,1,0
0,693,21,1,0,2,3494,0.0,50.0,0,0,1,1,1
0,744,47,9,0,2,113163,0.0,50.0,0,0,1,1,0
